From Date,To Date,CO,PM2.5
24-05-2024 00:00,25-05-2024 00:00,0.69,32.87
25-05-2024 00:00,26-05-2024 00:00,0.65,40.07
26-05-2024 00:00,27-05-2024 00:00,0.49,57.47
27-05-2024 00:00,28-05-2024 00:00,0.63,64.77
28-05-2024 00:00,29-05-2024 00:00,0.71,58.5
29-05-2024 00:00,30-05-2024 00:00,0.47,73.82
30-05-2024 00:00,31-05-2024 00:00,1.15,68.52
31-05-2024 00:00,01-06-2024 00:00,1.14,62.42
01-06-2024 00:00,02-06-2024 00:00,0.4,93.14
02-06-2024 00:00,03-06-2024 00:00,0.56,60.32
03-06-2024 00:00,04-06-2024 00:00,0.45,79.62
04-06-2024 00:00,05-06-2024 00:00,0.56,74.46
05-06-2024 00:00,06-06-2024 00:00,0.36,80.12
06-06-2024 00:00,07-06-2024 00:00,0.44,32.01
07-06-2024 00:00,08-06-2024 00:00,0.5,55.71
08-06-2024 00:00,09-06-2024 00:00,0.49,59.62
09-06-2024 00:00,10-06-2024 00:00,0.42,45.68
10-06-2024 00:00,11-06-2024 00:00,0.52,45.09
11-06-2024 00:00,12-06-2024 00:00,0.61,58.58
12-06-2024 00:00,13-06-2024 00:00,0.69,63.12
13-06-2024 00:00,14-06-2024 00:00,0.6,55.78
14-06-2024 00:00,15-06-2024 00:00,0.63,53.29
15-06-2024 00:00,16-06-2024 00:00,0.65,50.95
16-06-2024 00:00,17-06-2024 00:00,0.62,43.35
17-06-2024 00:00,18-06-2024 00:00,0.55,38.93
18-06-2024 00:00,19-06-2024 00:00,0.53,46.55
19-06-2024 00:00,20-06-2024 00:00,0.51,58.75
20-06-2024 00:00,21-06-2024 00:00,0.51,23.17
21-06-2024 00:00,22-06-2024 00:00,0.54,54.89
22-06-2024 00:00,23-06-2024 00:00,0.54,47.73
23-06-2024 00:00,24-06-2024 00:00,0.59,49.35
24-06-2024 00:00,25-06-2024 00:00,0.62,44.11
25-06-2024 00:00,26-06-2024 00:00,0.62,37.15
26-06-2024 00:00,27-06-2024 00:00,0.64,36.01
27-06-2024 00:00,28-06-2024 00:00,0.59,27.15
28-06-2024 00:00,29-06-2024 00:00,0.55,26.6
29-06-2024 00:00,30-06-2024 00:00,0.58,33.44
30-06-2024 00:00,01-07-2024 00:00,0.61,41.46
01-07-2024 00:00,02-07-2024 00:00,0.56,32.96
02-07-2024 00:00,03-07-2024 00:00,0.61,28.79
03-07-2024 00:00,04-07-2024 00:00,0.56,22.92
04-07-2024 00:00,05-07-2024 00:00,0.55,13.64
05-07-2024 00:00,06-07-2024 00:00,0.51,18.88
06-07-2024 00:00,07-07-2024 00:00,0.5,11.5
07-07-2024 00:00,08-07-2024 00:00,0.44,13.12
08-07-2024 00:00,09-07-2024 00:00,0.51,12.5
09-07-2024 00:00,10-07-2024 00:00,0.61,20.43
10-07-2024 00:00,11-07-2024 00:00,0.75,38.92
11-07-2024 00:00,12-07-2024 00:00,0.83,46.13
12-07-2024 00:00,13-07-2024 00:00,0.59,31.88
13-07-2024 00:00,14-07-2024 00:00,0.63,30.56
14-07-2024 00:00,15-07-2024 00:00,0.8,40.9
15-07-2024 00:00,16-07-2024 00:00,0.8,36.44
16-07-2024 00:00,17-07-2024 00:00,1.03,27.57
17-07-2024 00:00,18-07-2024 00:00,0.82,19.76
18-07-2024 00:00,19-07-2024 00:00,1,27.43
19-07-2024 00:00,20-07-2024 00:00,1.07,33.33
20-07-2024 00:00,21-07-2024 00:00,1.1,38.92
21-07-2024 00:00,22-07-2024 00:00,1.16,34.98
22-07-2024 00:00,23-07-2024 00:00,1.19,17.62
23-07-2024 00:00,24-07-2024 00:00,1.17,19.62
24-07-2024 00:00,25-07-2024 00:00,0.68,30.02
25-07-2024 00:00,26-07-2024 00:00,0.68,30.71
26-07-2024 00:00,27-07-2024 00:00,0.61,33.26
27-07-2024 00:00,28-07-2024 00:00,0.68,25.09
28-07-2024 00:00,29-07-2024 00:00,0.59,18.71
29-07-2024 00:00,30-07-2024 00:00,0.67,17.44
30-07-2024 00:00,31-07-2024 00:00,0.65,20.33
31-07-2024 00:00,01-08-2024 00:00,0.68,31.78
01-08-2024 00:00,02-08-2024 00:00,0.52,11.41
02-08-2024 00:00,03-08-2024 00:00,0.67,22.61
03-08-2024 00:00,04-08-2024 00:00,0.53,13.66
04-08-2024 00:00,05-08-2024 00:00,0.54,14.82
05-08-2024 00:00,06-08-2024 00:00,0.54,18.91
06-08-2024 00:00,07-08-2024 00:00,0.56,20.04
07-08-2024 00:00,08-08-2024 00:00,0.53,7.8
08-08-2024 00:00,09-08-2024 00:00,0.56,13.57
09-08-2024 00:00,10-08-2024 00:00,0.37,18.83
10-08-2024 00:00,11-08-2024 00:00,0.55,16.28
11-08-2024 00:00,12-08-2024 00:00,0.6,16
12-08-2024 00:00,13-08-2024 00:00,0.65,15.89
13-08-2024 00:00,14-08-2024 00:00,0.71,18.17
14-08-2024 00:00,15-08-2024 00:00,0.59,19.86
15-08-2024 00:00,16-08-2024 00:00,0.62,20.3
16-08-2024 00:00,17-08-2024 00:00,0.66,24.8
17-08-2024 00:00,18-08-2024 00:00,0.58,15.24
18-08-2024 00:00,19-08-2024 00:00,0.62,22.73
19-08-2024 00:00,20-08-2024 00:00,0.6,15.17
20-08-2024 00:00,21-08-2024 00:00,0.59,12.81
21-08-2024 00:00,22-08-2024 00:00,0.61,16.34
22-08-2024 00:00,23-08-2024 00:00,0.64,21.19
23-08-2024 00:00,24-08-2024 00:00,0.56,16.8
24-08-2024 00:00,25-08-2024 00:00,0.61,20.81
25-08-2024 00:00,26-08-2024 00:00,0.66,21.53
26-08-2024 00:00,27-08-2024 00:00,0.55,18.61
27-08-2024 00:00,28-08-2024 00:00,0.57,7.94
28-08-2024 00:00,29-08-2024 00:00,0.61,15.2
29-08-2024 00:00,30-08-2024 00:00,0.53,13.69
30-08-2024 00:00,31-08-2024 00:00,0.63,22.96
31-08-2024 00:00,01-09-2024 00:00,0.62,23.5
01-09-2024 00:00,02-09-2024 00:00,0.71,22.64
02-09-2024 00:00,03-09-2024 00:00,0.62,23.06
03-09-2024 00:00,04-09-2024 00:00,0.62,13.28
04-09-2024 00:00,05-09-2024 00:00,0.62,9.56
05-09-2024 00:00,06-09-2024 00:00,0.76,15.3
06-09-2024 00:00,07-09-2024 00:00,0.71,21.87
07-09-2024 00:00,08-09-2024 00:00,0.67,13.08
08-09-2024 00:00,09-09-2024 00:00,0.73,19.89
09-09-2024 00:00,10-09-2024 00:00,0.73,24.47
10-09-2024 00:00,11-09-2024 00:00,0.59,20.02
11-09-2024 00:00,12-09-2024 00:00,0.53,16.14
12-09-2024 00:00,13-09-2024 00:00,0.52,23.15
13-09-2024 00:00,14-09-2024 00:00,0.43,9.68
14-09-2024 00:00,15-09-2024 00:00,0.41,20.07
15-09-2024 00:00,16-09-2024 00:00,0.46,30.46
16-09-2024 00:00,17-09-2024 00:00,0.54,40.07
17-09-2024 00:00,18-09-2024 00:00,0.64,51.22
18-09-2024 00:00,19-09-2024 00:00,0.5,24.7
19-09-2024 00:00,20-09-2024 00:00,0.53,23.81
20-09-2024 00:00,21-09-2024 00:00,0.59,27.03
21-09-2024 00:00,22-09-2024 00:00,0.66,42.28
22-09-2024 00:00,23-09-2024 00:00,0.72,41.74
23-09-2024 00:00,24-09-2024 00:00,0.73,44.62
24-09-2024 00:00,25-09-2024 00:00,0.79,49.68
25-09-2024 00:00,26-09-2024 00:00,0.89,52.74
26-09-2024 00:00,27-09-2024 00:00,0.63,16.67
27-09-2024 00:00,28-09-2024 00:00,0.6,13.63
28-09-2024 00:00,29-09-2024 00:00,0.74,18.08
29-09-2024 00:00,30-09-2024 00:00,0.72,27.56
30-09-2024 00:00,01-10-2024 00:00,0.86,38.32
01-10-2024 00:00,02-10-2024 00:00,0.9,40.78
02-10-2024 00:00,03-10-2024 00:00,0.89,44.64
03-10-2024 00:00,04-10-2024 00:00,1.19,56.6
04-10-2024 00:00,05-10-2024 00:00,1.42,59.63
05-10-2024 00:00,06-10-2024 00:00,1.26,53.15
06-10-2024 00:00,07-10-2024 00:00,1.09,24.13
07-10-2024 00:00,08-10-2024 00:00,1.26,32
08-10-2024 00:00,09-10-2024 00:00,1.51,41.65
09-10-2024 00:00,10-10-2024 00:00,1.83,35.16
10-10-2024 00:00,11-10-2024 00:00,1.74,42.59
11-10-2024 00:00,12-10-2024 00:00,1.75,39.31
12-10-2024 00:00,13-10-2024 00:00,2.13,42.75
13-10-2024 00:00,14-10-2024 00:00,2.56,46.1
14-10-2024 00:00,15-10-2024 00:00,1.61,52.85
15-10-2024 00:00,16-10-2024 00:00,0.87,47.82
16-10-2024 00:00,17-10-2024 00:00,1.19,56.62
17-10-2024 00:00,18-10-2024 00:00,1.32,73.47
18-10-2024 00:00,19-10-2024 00:00,1.35,67.52
19-10-2024 00:00,20-10-2024 00:00,1.66,70.41
20-10-2024 00:00,21-10-2024 00:00,2.12,64.47
21-10-2024 00:00,22-10-2024 00:00,2.3,71.07
22-10-2024 00:00,23-10-2024 00:00,2.33,92.05
23-10-2024 00:00,24-10-2024 00:00,2.34,73.1
24-10-2024 00:00,25-10-2024 00:00,2.02,57.18
25-10-2024 00:00,26-10-2024 00:00,1.29,68.81
26-10-2024 00:00,27-10-2024 00:00,1.75,59.18
27-10-2024 00:00,28-10-2024 00:00,2.41,90.11
28-10-2024 00:00,29-10-2024 00:00,2.37,78.33
29-10-2024 00:00,30-10-2024 00:00,2.19,65.77
30-10-2024 00:00,31-10-2024 00:00,2.09,103.93
31-10-2024 00:00,01-11-2024 00:00,2.09,113.4
01-11-2024 00:00,02-11-2024 00:00,2.53,119.28
02-11-2024 00:00,03-11-2024 00:00,3.11,108.61
03-11-2024 00:00,04-11-2024 00:00,0.91,92.95
04-11-2024 00:00,05-11-2024 00:00,1.49,100.56
05-11-2024 00:00,06-11-2024 00:00,1.94,81.27
06-11-2024 00:00,07-11-2024 00:00,2.03,99.4
07-11-2024 00:00,08-11-2024 00:00,1.74,72.2
08-11-2024 00:00,09-11-2024 00:00,1.34,72.01
09-11-2024 00:00,10-11-2024 00:00,0.99,81.38
10-11-2024 00:00,11-11-2024 00:00,1.14,88.9
11-11-2024 00:00,12-11-2024 00:00,1.12,90.66
12-11-2024 00:00,13-11-2024 00:00,1.52,136.27
13-11-2024 00:00,14-11-2024 00:00,1.4,82.64
14-11-2024 00:00,15-11-2024 00:00,1.45,89.51
15-11-2024 00:00,16-11-2024 00:00,1.44,92.99
16-11-2024 00:00,17-11-2024 00:00,1.39,104.5
17-11-2024 00:00,18-11-2024 00:00,1.35,88.85
18-11-2024 00:00,19-11-2024 00:00,1.48,107.99
19-11-2024 00:00,20-11-2024 00:00,1.43,90.91
20-11-2024 00:00,21-11-2024 00:00,1.57,115.93
21-11-2024 00:00,22-11-2024 00:00,1.45,110.9
22-11-2024 00:00,23-11-2024 00:00,1.59,105.39
23-11-2024 00:00,24-11-2024 00:00,1.63,89.15
24-11-2024 00:00,25-11-2024 00:00,1.66,72.39
25-11-2024 00:00,26-11-2024 00:00,1.78,81.03
26-11-2024 00:00,27-11-2024 00:00,2.08,57.27
27-11-2024 00:00,28-11-2024 00:00,2.33,85.68
28-11-2024 00:00,29-11-2024 00:00,2.19,95
29-11-2024 00:00,30-11-2024 00:00,1.94,75.36
30-11-2024 00:00,01-12-2024 00:00,1.82,74.11
01-12-2024 00:00,02-12-2024 00:00,1.73,62.28
02-12-2024 00:00,03-12-2024 00:00,1.71,58.81
03-12-2024 00:00,04-12-2024 00:00,1.62,44.25
04-12-2024 00:00,05-12-2024 00:00,1.57,38.78
05-12-2024 00:00,06-12-2024 00:00,1.62,42.12
06-12-2024 00:00,07-12-2024 00:00,1.74,60.65
07-12-2024 00:00,08-12-2024 00:00,1.96,77.07
08-12-2024 00:00,09-12-2024 00:00,1.81,80.46
09-12-2024 00:00,10-12-2024 00:00,1.72,32.52
10-12-2024 00:00,11-12-2024 00:00,1.6,48.41
11-12-2024 00:00,12-12-2024 00:00,1.67,45.3
12-12-2024 00:00,13-12-2024 00:00,1.72,52.33
13-12-2024 00:00,14-12-2024 00:00,1.7,54.88
14-12-2024 00:00,15-12-2024 00:00,1.72,44.65
15-12-2024 00:00,16-12-2024 00:00,2.05,73.18
16-12-2024 00:00,17-12-2024 00:00,2.07,71.18
17-12-2024 00:00,18-12-2024 00:00,1.44,66.13
18-12-2024 00:00,19-12-2024 00:00,1.43,75.89
19-12-2024 00:00,20-12-2024 00:00,1.5,71.78
20-12-2024 00:00,21-12-2024 00:00,1.19,60.35
21-12-2024 00:00,22-12-2024 00:00,1.21,57.12
22-12-2024 00:00,23-12-2024 00:00,1.25,57.62
23-12-2024 00:00,24-12-2024 00:00,1.09,44.56
24-12-2024 00:00,25-12-2024 00:00,1.24,37.18
25-12-2024 00:00,26-12-2024 00:00,1.13,44.62
26-12-2024 00:00,27-12-2024 00:00,1.29,50.77
27-12-2024 00:00,28-12-2024 00:00,1.12,51.93
28-12-2024 00:00,29-12-2024 00:00,0.99,16.28
29-12-2024 00:00,30-12-2024 00:00,0.98,27.95
30-12-2024 00:00,31-12-2024 00:00,1.03,50.98
31-12-2024 00:00,01-01-2025 00:00,1,64.56
01-01-2025 00:00,02-01-2025 00:00,1.05,63.81
02-01-2025 00:00,03-01-2025 00:00,1.44,59.61
03-01-2025 00:00,04-01-2025 00:00,2.05,60.55
04-01-2025 00:00,05-01-2025 00:00,1.94,43.93
05-01-2025 00:00,06-01-2025 00:00,1.72,41.67
06-01-2025 00:00,07-01-2025 00:00,1.63,60.15
07-01-2025 00:00,08-01-2025 00:00,1.51,57.57
08-01-2025 00:00,09-01-2025 00:00,1.24,43.83
09-01-2025 00:00,10-01-2025 00:00,1.4,69.41
10-01-2025 00:00,11-01-2025 00:00,1.02,57.11
11-01-2025 00:00,12-01-2025 00:00,0.9,54.75
12-01-2025 00:00,13-01-2025 00:00,0.66,27.58
13-01-2025 00:00,14-01-2025 00:00,0.67,32.05
14-01-2025 00:00,15-01-2025 00:00,0.98,62.34
15-01-2025 00:00,16-01-2025 00:00,0.92,63.52
16-01-2025 00:00,17-01-2025 00:00,0.85,51.53
17-01-2025 00:00,18-01-2025 00:00,0.76,56.41
18-01-2025 00:00,19-01-2025 00:00,0.9,44.03
19-01-2025 00:00,20-01-2025 00:00,0.88,61.25
20-01-2025 00:00,21-01-2025 00:00,0.68,42.56
21-01-2025 00:00,22-01-2025 00:00,0.69,42.17
22-01-2025 00:00,23-01-2025 00:00,0.7,38.92
23-01-2025 00:00,24-01-2025 00:00,0.64,43.87
24-01-2025 00:00,25-01-2025 00:00,0.68,36.3
25-01-2025 00:00,26-01-2025 00:00,0.73,44.45
26-01-2025 00:00,27-01-2025 00:00,0.72,44.32
27-01-2025 00:00,28-01-2025 00:00,0.78,58.61
28-01-2025 00:00,29-01-2025 00:00,0.91,66
29-01-2025 00:00,30-01-2025 00:00,1.03,66.69
30-01-2025 00:00,31-01-2025 00:00,1.18,70.84
31-01-2025 00:00,01-02-2025 00:00,0.9,77.2
01-02-2025 00:00,02-02-2025 00:00,0.87,48.05
02-02-2025 00:00,03-02-2025 00:00,0.76,65.3
03-02-2025 00:00,04-02-2025 00:00,0.81,51.35
04-02-2025 00:00,05-02-2025 00:00,0.78,72.04
05-02-2025 00:00,06-02-2025 00:00,0.63,40.55
06-02-2025 00:00,07-02-2025 00:00,0.59,45.07
07-02-2025 00:00,08-02-2025 00:00,0.66,35.66
08-02-2025 00:00,09-02-2025 00:00,0.75,40.81
09-02-2025 00:00,10-02-2025 00:00,0.73,45.79
10-02-2025 00:00,11-02-2025 00:00,0.85,61.23
11-02-2025 00:00,12-02-2025 00:00,0.98,79.72
12-02-2025 00:00,13-02-2025 00:00,0.89,35.22
13-02-2025 00:00,14-02-2025 00:00,0.91,32.96
14-02-2025 00:00,15-02-2025 00:00,0.93,35.44
15-02-2025 00:00,16-02-2025 00:00,1.02,48.49
16-02-2025 00:00,17-02-2025 00:00,1.1,54.14
17-02-2025 00:00,18-02-2025 00:00,1.21,62.46
